user,item,rating,date
13,0,5,1486684800
13,9,4,1513036800
13,28,4,1519084800
13,77,5,1523318400
13,47,4,1546732800
13,38,5,1553731200
13,9,4,1570492800
13,25,5,1583712000
13,28,5,1586390400
13,82,5,1587859200
13,28,4,1591142400
14,60,5,1463443200
14,70,5,1488758400
14,9,5,1492819200
14,9,5,1497139200
14,6,5,1512691200
14,28,5,1516752000
14,9,5,1531958400
14,0,5,1558310400
14,17,5,1567987200
14,31,5,1570060800
14,6,5,1570147200
14,53,5,1570924800
14,28,5,1577145600
15,0,5,1558396800
15,58,5,1575676800
15,38,5,1576800000
15,52,5,1578096000
15,16,5,1579564800
15,36,5,1591747200
15,73,5,1599696000
16,9,5,1499472000
16,0,5,1515542400
16,16,5,1522540800
16,26,5,1595548800
17,9,4,1479340800
17,6,5,1481414400
17,0,5,1498348800
17,37,5,1597190400
17,28,5,1599350400
18,5,5,1445817600
18,42,4,1462924800
18,9,4,1475193600
18,9,4,1488412800
18,6,5,1491609600
18,42,5,1504310400
18,39,5,1506816000
18,50,4,1531526400
18,9,4,1541376000
18,9,5,1554163200
18,18,1,1565136000
19,81,5,1569628800
19,30,5,1571702400
19,63,5,1577836800
19,0,5,1583884800
19,9,5,1591315200
19,6,5,1592784000
20,70,5,1468281600
20,0,5,1479600000
20,77,5,1529280000
20,71,4,1531094400
20,25,5,1583280000
20,6,5,1586304000
20,69,5,1590796800
20,37,5,1591488000
21,50,5,1486252800
21,54,5,1486252800
21,28,5,1522627200
21,6,5,1543622400
21,46,5,1545696000
21,38,5,1569801600
21,28,5,1580169600
22,42,5,1475884800
22,14,5,1492819200
22,59,5,1503446400
22,27,5,1503619200
22,47,5,1506211200
22,11,5,1511827200
22,0,5,1519257600
22,9,4,1537056000
22,62,5,1548115200
22,37,5,1552608000
22,45,5,1552867200
22,42,5,1555718400
22,30,5,1558915200
22,54,5,1571702400
22,69,5,1572480000
22,9,4,1574294400
22,77,5,1579996800
22,30,5,1583798400
22,69,5,1583798400
22,28,5,1585872000
22,63,5,1587945600
22,77,4,1588291200
22,40,4,1588723200
22,4,5,1588809600
22,42,5,1590192000
22,53,5,1590796800
22,75,4,1591660800
22,81,4,1592179200
22,60,5,1592352000
22,51,3,1593388800
22,46,5,1597104000
22,38,5,1598227200
22,25,5,1598832000
23,0,5,1486684800
23,28,5,1591574400
23,16,4,1592611200
23,36,5,1593388800
23,69,5,1594252800
23,61,5,1594771200
24,60,5,1518307200
24,50,5,1553904000
24,50,4,1576454400
24,0,5,1587513600
25,42,5,1458000000
25,9,5,1465862400
25,43,5,1485302400
25,0,5,1491091200
26,15,5,1450483200
26,14,5,1509408000
26,77,5,1510099200
26,0,5,1519516800
26,73,5,1587859200
27,0,5,1574035200
27,17,5,1585267200
27,34,5,1597104000
27,6,5,1598054400
27,78,5,1602028800
28,14,5,1498003200
28,0,5,1577577600
28,9,5,1578009600
28,38,5,1579392000
29,0,5,1520812800
29,36,5,1556064000
29,43,5,1557792000
29,52,5,1557792000
29,54,3,1579132800
29,50,1,1580169600
30,60,5,1452988800
30,53,5,1463443200
30,0,5,1476057600
30,25,5,1593820800
30,26,4,1594598400
31,52,5,1505692800
31,0,5,1546214400
31,17,5,1588723200
31,31,5,1592092800
31,60,5,1600300800
32,53,5,1450224000
32,9,5,1455494400
32,60,5,1458000000
32,6,5,1458432000
32,53,5,1458432000
32,60,5,1458432000
32,42,5,1466380800
32,54,5,1486944000
32,35,5,1505692800
32,55,5,1509926400
32,69,4,1526774400
32,36,4,1531958400
32,28,5,1579564800
32,0,5,1580774400
32,28,2,1584921600
32,12,5,1585008000
32,25,5,1585180800
32,28,3,1586131200
32,3,5,1587168000
32,14,5,1587686400
33,42,5,1484784000
33,28,5,1557964800
33,36,5,1560297600
33,0,5,1584662400
34,0,5,1475884800
34,6,5,1522454400
34,53,5,1526256000
34,60,5,1532822400
34,63,5,1550361600
35,0,5,1509321600
35,77,5,1591920000
35,28,5,1596585600
35,28,5,1601164800
36,42,4,1476748800
36,51,4,1573084800
36,28,5,1579824000
36,36,5,1581033600
36,73,5,1583193600
36,0,5,1594339200
37,42,4,1456185600
37,6,5,1538611200
37,28,5,1590624000
37,0,5,1594944000
38,9,4,1447200000
38,6,5,1449619200
38,0,5,1501286400
38,0,5,1504742400
38,6,5,1524960000
39,53,4,1470960000
39,0,5,1471392000
39,14,5,1490313600
39,43,5,1499558400
39,77,5,1508803200
39,28,5,1517270400
39,69,4,1519257600
39,78,5,1519603200
39,77,5,1535500800
39,70,5,1550361600
39,6,5,1552521600
39,53,5,1554076800
39,60,5,1555286400
39,36,4,1582848000
39,73,5,1583712000
39,37,5,1584403200
39,36,5,1585094400
39,37,4,1585440000
39,54,2,1587859200
39,32,4,1589932800
39,69,4,1591488000
39,28,5,1595203200
40,0,5,1475712000
40,70,5,1475971200
40,28,5,1554249600
40,77,5,1566777600
40,71,5,1567382400
41,0,5,1532217600
41,58,4,1541548800
41,9,3,1544313600
41,53,5,1544572800
41,37,4,1552780800
41,30,4,1554768000
41,81,5,1556323200
42,0,5,1485907200
42,42,5,1486339200
42,34,5,1499817600
42,55,5,1522540800
42,28,4,1522713600
42,9,4,1524960000
43,36,5,1578960000
43,69,5,1579219200
43,61,5,1580169600
43,50,5,1590019200
43,0,5,1601078400
44,6,5,1444262400
44,57,4,1444608000
44,6,5,1445990400
44,55,5,1446336000
44,5,4,1446422400
44,15,5,1446422400
44,9,5,1446854400
44,55,5,1447027200
44,6,5,1447977600
44,5,1,1448755200
44,53,5,1449964800
44,53,5,1450569600
44,9,5,1450828800
44,5,5,1451952000
44,6,5,1452038400
44,10,5,1452470400
44,54,5,1452470400
44,15,5,1452556800
44,54,5,1453161600
44,6,5,1453507200
44,9,5,1454112000
44,10,4,1454716800
44,54,4,1454803200
44,53,4,1455667200
44,6,5,1455753600
44,6,5,1456272000
44,6,5,1456531200
44,53,5,1456531200
44,53,5,1457395200
44,6,5,1457568000
44,53,5,1457568000
44,60,5,1457568000
44,60,5,1458172800
44,42,5,1458518400
44,48,5,1458950400
44,5,5,1459036800
44,55,5,1460592000
44,9,5,1462233600
44,15,5,1462924800
44,42,5,1463011200
44,54,4,1463702400
44,9,1,1464048000
44,6,4,1464393600
44,70,5,1464393600
44,9,5,1466294400
44,42,5,1466467200
44,53,5,1467244800
44,11,5,1469059200
44,9,1,1469404800
44,42,5,1470700800
44,57,4,1470700800
44,70,5,1471305600
44,4,5,1471392000
44,0,5,1471996800
44,53,5,1472342400
44,15,5,1472428800
44,27,5,1472515200
44,70,4,1472601600
44,55,3,1472774400
44,57,3,1472774400
44,50,5,1472947200
44,9,4,1473033600
44,42,5,1473033600
44,5,4,1474416000
44,6,5,1474848000
44,42,5,1475452800
44,6,2,1476489600
44,9,1,1476489600
44,9,5,1476835200
44,15,5,1477267200
44,6,5,1477440000
44,70,5,1478044800
44,9,4,1478563200
44,9,5,1480291200
44,47,5,1480464000
44,42,5,1481587200
44,9,4,1482192000
44,15,5,1482451200
44,55,5,1482537600
44,47,5,1482710400
44,42,5,1483660800
44,9,5,1484006400
44,60,5,1484006400
44,9,3,1484697600
44,16,5,1484697600
44,9,5,1486166400
44,6,5,1487635200
44,4,5,1488672000
44,53,5,1491868800
44,6,5,1491955200
44,77,5,1493856000
44,9,5,1494374400
44,9,5,1495152000
44,5,4,1495584000
44,14,5,1495843200
44,9,5,1496880000
44,77,5,1496880000
44,53,5,1496966400
44,77,5,1496966400
44,70,4,1497830400
44,60,5,1497916800
44,54,4,1498435200
44,6,4,1498867200
44,42,5,1499299200
44,77,5,1499385600
44,6,5,1499644800
44,42,5,1499731200
44,5,3,1500336000
44,6,4,1500508800
44,16,5,1501545600
44,50,5,1501632000
44,5,5,1501804800
44,6,5,1501977600
44,9,3,1502064000
44,9,5,1502755200
44,53,5,1502755200
44,53,5,1502841600
44,35,5,1503273600
44,6,5,1503878400
44,57,3,1504483200
44,9,5,1504828800
44,9,5,1505260800
44,47,3,1505347200
44,42,5,1505606400
44,42,5,1506038400
44,53,5,1506038400
44,9,5,1506556800
44,9,5,1506988800
44,9,4,1507161600
44,50,5,1507161600
44,55,5,1507420800
44,0,5,1507939200
44,9,5,1507939200
44,53,1,1508025600
44,45,3,1509235200
44,0,5,1509321600
44,55,3,1509753600
44,53,3,1510358400
44,60,5,1510531200
44,6,5,1510790400
44,53,5,1510790400
44,9,4,1511568000
44,63,5,1512518400
44,9,5,1512864000
44,27,5,1513468800
44,57,5,1513468800
44,77,5,1513468800
44,9,5,1513900800
44,50,3,1514073600
44,77,5,1514505600
44,35,5,1514678400
44,70,5,1514764800
44,11,5,1515110400
44,28,5,1516233600
44,54,5,1516320000
44,28,5,1516838400
44,6,5,1517097600
44,28,5,1517097600
44,28,5,1517184000
44,63,5,1517184000
44,61,3,1517270400
44,28,5,1517788800
44,70,4,1517788800
44,77,5,1517961600
44,28,5,1518220800
44,28,3,1518393600
44,28,4,1518566400
44,28,5,1518825600
44,77,4,1519084800
44,28,2,1519344000
44,28,5,1519516800
44,30,5,1519603200
44,28,5,1520035200
44,35,4,1520380800
44,73,5,1520467200
44,28,3,1520726400
44,76,5,1520726400
44,28,5,1520812800
44,28,5,1521072000
44,36,5,1521331200
44,28,5,1521417600
44,6,5,1521763200
44,28,5,1521849600
44,28,4,1522108800
44,54,5,1522108800
44,61,4,1522281600
44,9,5,1522454400
44,9,4,1522540800
44,6,5,1522800000
44,28,5,1522972800
44,9,5,1523145600
44,28,5,1523145600
44,77,1,1523145600
44,9,5,1523836800
44,28,5,1523923200
44,28,5,1524009600
44,6,5,1524268800
44,28,4,1524528000
44,36,5,1524700800
44,76,5,1524787200
44,53,2,1524873600
44,54,5,1525046400
44,28,4,1525651200
44,9,5,1525910400
44,9,5,1525996800
44,69,5,1525996800
44,6,5,1526169600
44,28,3,1526428800
44,11,5,1527465600
44,28,5,1528675200
44,53,5,1528934400
44,9,4,1529107200
44,28,5,1529452800
44,28,5,1529798400
44,69,2,1529884800
44,28,1,1530576000
44,36,5,1531699200
44,73,5,1531699200
44,9,4,1531785600
44,77,5,1531958400
44,77,5,1532304000
44,53,5,1532476800
44,71,5,1532908800
44,77,5,1533168000
44,9,5,1534118400
44,77,4,1534118400
44,39,2,1534550400
44,34,5,1534809600
44,5,5,1535241600
44,77,5,1535673600
44,28,5,1536364800
44,54,5,1536364800
44,22,4,1537056000
44,28,5,1537315200
44,9,5,1538265600
44,36,3,1538784000
44,28,5,1539129600
44,42,5,1539129600
44,77,5,1539129600
44,9,5,1539648000
44,42,5,1540339200
44,77,4,1540339200
44,28,5,1540425600
44,28,3,1540684800
44,77,5,1540684800
44,71,5,1540857600
44,77,5,1540944000
44,69,5,1542067200
44,45,5,1542153600
44,78,5,1542931200
44,6,5,1543190400
44,77,5,1543449600
44,28,5,1543536000
44,36,5,1543881600
44,28,5,1544313600
44,77,3,1544313600
44,77,5,1544313600
44,73,5,1544659200
44,77,5,1545004800
44,9,5,1545177600
44,18,5,1545264000
44,45,5,1545696000
44,60,4,1545696000
44,60,3,1545868800
44,9,4,1547078400
44,36,5,1547078400
44,77,5,1547078400
44,9,4,1547164800
44,54,4,1547164800
44,15,5,1547251200
44,77,5,1548892800
44,77,5,1549843200
44,28,5,1550102400
44,22,4,1550361600
44,54,5,1550966400
44,6,5,1551139200
44,51,5,1551225600
44,9,5,1551571200
44,28,5,1551571200
44,55,5,1551571200
44,53,4,1551657600
44,18,1,1551830400
44,50,5,1552003200
44,76,1,1552003200
44,62,4,1552176000
44,71,4,1552176000
44,43,5,1552521600
44,9,5,1552780800
44,9,5,1552867200
44,51,5,1552953600
44,28,5,1553040000
44,6,5,1553126400
44,54,5,1553299200
44,6,5,1553472000
44,6,5,1553731200
44,60,5,1554076800
44,53,1,1554249600
44,77,4,1554854400
44,28,4,1555632000
44,36,5,1556236800
44,9,1,1556323200
44,53,5,1556323200
44,6,5,1556582400
44,42,5,1556668800
44,9,5,1556928000
44,22,5,1557187200
44,28,5,1557705600
44,77,3,1557964800
44,28,5,1558224000
44,71,5,1558224000
44,38,5,1558310400
44,77,4,1558310400
44,69,1,1558915200
44,77,5,1559174400
44,28,5,1559260800
44,28,3,1559606400
44,4,5,1559692800
44,28,5,1560211200
44,19,5,1560470400
44,77,5,1560556800
44,30,4,1560729600
44,78,5,1561161600
44,36,5,1561248000
44,77,5,1561334400
44,81,3,1561334400
44,38,5,1561766400
44,28,5,1562025600
44,71,5,1562457600
44,77,5,1562457600
44,54,4,1562716800
44,36,5,1562889600
44,83,5,1563062400
44,37,5,1563840000
44,42,5,1564185600
44,37,2,1564444800
44,38,5,1564444800
44,23,2,1564876800
44,69,4,1565222400
44,55,5,1565481600
44,38,5,1565568000
44,4,5,1566000000
44,30,4,1566172800
44,28,5,1566345600
44,71,5,1566345600
44,28,4,1566432000
44,22,5,1566691200
44,28,3,1567036800
44,76,5,1567900800
44,28,5,1568073600
44,69,5,1568073600
44,39,5,1568246400
44,28,5,1569369600
44,9,5,1569715200
44,9,4,1570665600
44,28,5,1570838400
44,77,5,1570838400
44,28,5,1571443200
44,81,5,1571788800
44,6,5,1571875200
44,28,5,1572566400
44,6,5,1573603200
44,77,5,1573776000
44,77,5,1574294400
44,69,5,1574380800
44,17,5,1574726400
44,9,5,1574985600
44,9,4,1575417600
44,9,5,1575504000
44,49,1,1575590400
44,9,5,1575763200
44,37,5,1575936000
44,77,5,1576022400
44,6,5,1576281600
44,77,5,1576281600
44,71,5,1576368000
44,28,5,1576454400
44,69,5,1576713600
44,67,5,1576972800
44,36,5,1577404800
44,77,5,1577404800
44,36,5,1577664000
44,81,5,1577923200
44,12,5,1578355200
44,18,5,1578355200
44,22,5,1578355200
44,71,5,1578355200
44,77,5,1578355200
44,28,5,1578614400
44,57,5,1578700800
44,77,3,1578787200
44,55,5,1579737600
44,25,1,1580256000
44,55,5,1580342400
44,28,5,1580515200
44,25,5,1580947200
44,42,3,1580947200
44,9,5,1581292800
44,36,5,1581465600
44,9,5,1581638400
44,36,1,1581638400
44,28,4,1581897600
44,36,1,1582243200
44,28,5,1583452800
44,28,5,1583798400
44,2,5,1584835200
44,9,4,1585094400
44,28,5,1585094400
44,73,5,1585440000
44,60,4,1585699200
44,37,3,1585785600
44,61,5,1585785600
44,77,1,1585785600
44,54,5,1585872000
44,9,4,1586044800
44,46,4,1586217600
44,9,5,1586390400
44,51,5,1586390400
44,63,2,1586390400
44,28,5,1586476800
44,6,4,1586649600
44,51,5,1586736000
44,57,4,1586736000
44,28,5,1586822400
44,28,5,1586908800
44,28,5,1587081600
44,51,5,1587168000
44,9,1,1587254400
44,77,5,1587254400
44,23,3,1587340800
44,28,5,1587340800
44,47,4,1587427200
44,9,5,1587686400
44,18,5,1587772800
44,32,1,1587772800
44,6,5,1587945600
44,28,1,1587945600
44,24,5,1588032000
44,28,5,1588032000
44,9,3,1588204800
44,77,5,1588204800
44,1,5,1588291200
44,36,1,1588291200
44,51,5,1588291200
44,28,5,1588377600
44,62,2,1588377600
44,9,4,1588464000
44,9,3,1588550400
44,9,5,1588550400
44,16,4,1588636800
44,28,5,1588636800
44,6,5,1588723200
44,28,5,1588723200
44,6,4,1588809600
44,51,5,1588809600
44,51,5,1588809600
44,6,5,1588896000
44,35,1,1588982400
44,38,5,1589068800
44,53,4,1589068800
44,53,5,1589068800
44,28,5,1589155200
44,50,5,1589155200
44,62,4,1589155200
44,28,5,1589241600
44,34,5,1589414400
44,28,5,1589500800
44,36,5,1589500800
44,4,5,1589587200
44,9,1,1589587200
44,21,1,1589587200
44,23,1,1589587200
44,61,5,1589587200
44,25,5,1589760000
44,61,4,1589846400
44,28,5,1590105600
44,61,5,1590105600
44,6,5,1590278400
44,10,5,1590278400
44,25,4,1590278400
44,79,4,1590364800
44,42,1,1590451200
44,9,5,1590624000
44,25,5,1590624000
44,55,5,1590710400
44,77,5,1590883200
44,4,5,1591401600
44,9,5,1591401600
44,28,5,1591401600
44,28,5,1591574400
44,9,4,1591660800
44,78,1,1591747200
44,6,5,1591833600
44,28,5,1591833600
44,38,5,1592092800
44,28,5,1592265600
44,9,4,1592352000
44,9,4,1592352000
44,25,5,1592352000
44,27,4,1592352000
44,28,1,1592352000
44,82,5,1592438400
44,82,1,1592524800
44,57,4,1592611200
44,57,4,1592611200
44,9,5,1592784000
44,59,4,1592784000
44,70,4,1592870400
44,24,3,1593129600
44,9,4,1593216000
44,9,5,1593216000
44,55,5,1593216000
44,51,4,1593388800
44,73,4,1593475200
44,34,4,1593734400
44,36,4,1593820800
44,4,5,1593993600
44,1,4,1594080000
44,38,5,1594080000
44,53,5,1594166400
44,77,4,1594166400
44,4,5,1594598400
44,9,5,1594598400
44,28,1,1594857600
44,28,4,1594944000
44,28,5,1594944000
44,79,4,1595203200
44,54,5,1595289600
44,28,5,1595462400
44,36,3,1595462400
44,36,4,1595808000
44,5,5,1595980800
44,9,4,1596240000
44,9,4,1596499200
44,9,5,1596585600
44,26,4,1596585600
44,25,1,1597017600
44,28,5,1597017600
44,1,5,1597708800
44,28,5,1597795200
44,28,5,1597881600
44,38,5,1598140800
44,42,3,1598313600
44,28,5,1598918400
44,77,5,1598918400
44,2,5,1599350400
45,48,4,1456185600
45,6,5,1471305600
45,0,5,1472774400
45,5,4,1473033600
45,42,5,1481155200
45,28,5,1525046400
45,9,3,1531872000
45,9,3,1541548800
45,76,1,1542326400
45,77,4,1543363200
45,28,4,1570838400
45,36,5,1571270400
45,71,5,1576540800
45,6,5,1579651200
45,36,1,1582243200
45,48,5,1586304000
46,53,5,1446508800
46,6,5,1489017600
46,6,5,1528588800
46,28,4,1552435200
46,36,3,1552435200
46,69,4,1553990400
46,73,3,1557360000
46,47,4,1570406400
46,46,4,1571875200
46,28,5,1578873600
46,53,5,1581379200
46,0,5,1584489600
46,77,5,1587945600
46,53,5,1588723200
46,28,5,1589328000
46,9,5,1589587200
47,55,5,1454889600
47,9,4,1457827200
47,9,5,1460073600
47,70,5,1482710400
47,9,4,1484265600
47,9,5,1522972800
47,77,4,1534118400
47,0,5,1545177600
47,19,5,1555372800
48,28,5,1519948800
48,55,5,1521244800
48,0,5,1573948800
48,39,5,1586736000
49,15,5,1446163200
49,42,4,1457654400
49,43,5,1476748800
49,0,5,1490227200
49,52,5,1548201600
50,5,5,1451433600
50,27,5,1459209600
50,11,5,1465084800
50,0,5,1501459200
50,46,5,1585094400
50,18,5,1588723200
50,38,4,1600905600
51,60,5,1451347200
51,9,5,1452038400
51,9,4,1455321600
51,6,5,1456012800
51,5,3,1456272000
51,42,5,1460678400
51,5,5,1460764800
51,53,4,1465257600
51,60,5,1465603200
51,53,5,1477094400
51,0,5,1477440000
51,60,5,1481587200
51,9,4,1482710400
51,4,5,1482796800
51,9,4,1521676800
51,69,5,1530662400
51,48,5,1542758400
51,9,5,1547769600
51,28,4,1548460800
51,6,5,1548979200
51,83,5,1551052800
51,28,5,1551312000
51,9,5,1559606400
51,18,3,1569283200
51,23,5,1574208000
51,35,3,1574726400
51,28,5,1582675200
51,6,5,1584144000
51,38,5,1584144000
51,28,5,1588896000
51,24,5,1589155200
51,36,5,1589414400
51,61,5,1590278400
51,28,5,1591315200
51,28,5,1591747200
51,58,1,1592524800
51,38,5,1593648000
51,36,4,1594598400
51,13,5,1598227200
52,6,5,1456790400
52,47,5,1456790400
52,53,5,1456790400
52,60,5,1456790400
52,43,5,1461542400
52,0,5,1473811200
52,17,3,1571702400
53,0,5,1479513600
53,0,5,1504569600
53,4,5,1566604800
53,38,5,1591228800
54,4,5,1491264000
54,0,5,1528588800
54,16,5,1541376000
54,18,5,1569801600
54,77,5,1570665600
54,12,4,1586736000
54,40,4,1594425600
55,53,5,1451692800
55,60,5,1455840000
55,0,5,1472688000
55,34,2,1472774400
55,9,5,1513468800
55,53,5,1515456000
56,0,5,1522886400
56,77,5,1531958400
56,35,5,1541635200
56,36,2,1599782400
56,3,4,1601596800
56,9,5,1602288000
57,0,5,1496275200
57,9,5,1497312000
57,6,5,1499126400
57,54,5,1508803200
57,50,5,1509580800
57,28,5,1537833600
57,36,4,1540166400
57,69,2,1541980800
57,73,5,1544659200
57,69,5,1546905600
57,61,5,1549324800
58,9,3,1453593600
58,48,3,1456444800
58,60,5,1458000000
58,9,5,1459036800
58,6,5,1459728000
58,70,4,1486425600
58,70,4,1487376000
58,35,5,1499644800
58,69,4,1525910400
58,73,5,1527465600
58,4,5,1528070400
58,35,5,1534809600
58,35,5,1545091200
58,28,5,1548979200
58,57,4,1550102400
58,76,4,1550448000
58,69,1,1551571200
58,28,4,1562025600
58,28,4,1562112000
58,36,4,1564617600
58,69,3,1568764800
58,73,4,1570060800
58,73,5,1571184000
58,61,5,1571702400
58,61,5,1571702400
58,36,3,1572912000
58,67,5,1579478400
58,39,5,1588464000
58,37,3,1589932800
58,36,5,1590537600
58,25,5,1590624000
58,0,5,1592438400
58,2,5,1592697600
58,4,5,1593388800
58,37,2,1593993600
58,69,5,1594684800
58,9,5,1595980800
58,1,5,1596326400
59,20,5,1474416000
59,77,5,1534982400
59,0,5,1598400000
59,28,4,1599177600
60,27,5,1460246400
60,0,5,1487030400
60,9,5,1493424000
60,6,5,1494115200
60,9,5,1497052800
60,28,4,1524960000
60,17,5,1570233600
61,9,5,1445904000
61,6,5,1448150400
61,54,5,1454976000
61,50,5,1455321600
62,15,5,1442275200
62,9,5,1454803200
62,0,5,1496361600
62,28,5,1594944000
63,6,3,1463097600
63,53,3,1463097600
63,70,5,1469836800
63,0,5,1471996800
64,0,5,1561075200
64,36,5,1567900800
64,28,5,1568937600
64,69,5,1583107200
65,6,5,1445904000
65,15,5,1452124800
65,9,5,1473984000
65,6,5,1474761600
66,70,5,1557100800
66,30,5,1564099200
66,22,5,1569456000
66,28,5,1583452800
66,28,5,1584316800
66,9,5,1589068800
66,69,5,1589328000
66,53,5,1592697600
66,6,5,1593561600
66,9,4,1594857600
66,0,5,1595289600
67,0,5,1480464000
67,54,4,1494115200
67,36,5,1520208000
67,36,1,1535846400
67,36,4,1538438400
67,51,5,1545004800
68,9,5,1479081600
68,53,5,1557273600
68,37,4,1574294400
68,0,5,1591574400
69,6,5,1447804800
69,42,5,1461801600
69,47,3,1474243200
69,34,4,1475971200
69,0,5,1484956800
69,70,5,1494115200
69,42,5,1505001600
69,71,4,1505260800
69,9,5,1534032000
69,77,4,1596499200
69,22,5,1596672000
69,18,5,1596844800
70,47,4,1499904000
70,0,5,1526774400
70,70,5,1546732800
70,34,4,1591747200
71,70,5,1474243200
71,22,5,1525132800
71,77,5,1525132800
71,54,5,1527465600
71,55,4,1538092800
71,9,5,1540080000
71,28,5,1543449600
71,36,5,1546560000
72,70,5,1467158400
72,0,5,1499817600
72,14,5,1504828800
72,34,5,1537056000
72,28,4,1551398400
72,44,5,1557964800
72,67,5,1567987200
72,61,4,1571184000
73,35,5,1478217600
73,53,4,1480464000
73,34,5,1503014400
73,0,5,1575763200
73,28,5,1576195200
73,12,2,1584921600
73,28,5,1596412800
74,43,4,1455926400
74,53,5,1519516800
74,60,5,1527120000
74,0,5,1565654400
75,50,4,1452038400
75,9,4,1479945600
75,0,5,1500595200
75,42,5,1532476800
75,4,5,1548460800
75,1,5,1572307200
75,57,3,1589760000
76,15,5,1455062400
76,27,1,1467590400
76,11,1,1469664000
76,0,5,1486166400
76,52,5,1500508800
77,53,5,1452816000
77,9,5,1514246400
77,6,5,1517788800
77,53,5,1519344000
77,0,5,1537401600
78,9,5,1443830400
78,6,5,1451606400
78,0,5,1479686400
78,53,5,1499817600
78,71,5,1506816000
78,6,5,1517702400
78,44,5,1524960000
78,9,5,1561939200
78,28,3,1565136000
78,37,5,1579219200
79,82,5,1547510400
79,0,5,1553558400
79,42,5,1553558400
79,43,5,1553558400
79,77,4,1556323200
79,41,5,1569196800
79,77,4,1574985600
80,9,5,1483142400
80,9,5,1489017600
80,69,2,1522022400
80,42,5,1525651200
80,35,5,1539648000
80,28,5,1541980800
80,36,5,1547683200
80,54,5,1563321600
80,28,5,1564704000
80,1,1,1567641600
80,28,5,1569888000
80,77,4,1572480000
80,28,5,1573171200
81,9,4,1480204800
81,34,4,1493769600
81,35,5,1556668800
81,37,5,1562457600
81,36,5,1579305600
82,5,5,1454371200
82,70,5,1506556800
82,28,2,1520726400
82,28,4,1529452800
82,70,4,1546387200
82,1,1,1582070400
82,38,5,1590278400
83,33,5,1572912000
83,1,1,1590624000
83,9,4,1595721600
83,42,4,1597881600
84,14,5,1484352000
84,48,1,1528156800
84,28,5,1566172800
84,62,4,1571184000
84,30,5,1584057600
84,6,5,1585958400
84,60,5,1586390400
84,28,5,1587254400
84,51,5,1589760000
84,9,4,1589932800
84,47,4,1590364800
84,25,5,1591056000
84,25,5,1591401600
84,2,5,1592438400
84,1,1,1592870400
84,11,5,1594252800
85,30,5,1552176000
85,1,1,1584489600
85,13,4,1586476800
85,11,5,1592870400
85,28,5,1598313600
86,25,5,1586217600
86,3,5,1587513600
86,2,5,1588550400
86,7,5,1589414400
86,1,1,1592611200
87,9,5,1536537600
87,6,5,1540684800
87,53,4,1541894400
87,30,5,1583712000
87,6,5,1585699200
87,1,1,1589414400
88,9,5,1451779200
88,35,5,1481068800
88,70,2,1539216000
88,27,5,1567036800
88,28,5,1579651200
88,77,4,1586304000
88,9,5,1587168000
88,37,5,1593475200
88,1,1,1594166400
89,1,5,1577664000
89,28,5,1586563200
89,36,5,1591401600
89,61,5,1591401600
90,37,4,1569283200
90,1,1,1594252800
90,36,3,1596240000
90,69,4,1597708800
90,73,2,1598745600
90,37,4,1598832000
90,61,1,1600128000
91,14,5,1536451200
91,6,3,1538524800
91,16,4,1543104000
91,37,4,1560902400
91,1,2,1578009600
